0,tempC,tempC_Rmean=2,tempC_Rmean=3,tempC_Rmean=4,tempC_Rmean=8,tempC_Rmean=12,tempC_Rmean=24,tempC_Rmean=32,tempC_Rmean=48,tempC_Rmean=96,Expanding Mean 2 tempC,Expanding Mean 3 tempC,Expanding Mean 4 tempC,Expanding Mean 8 tempC,Expanding Mean 12 tempC,Expanding Mean 16 tempC,Expanding Mean 24 tempC,Expanding Mean 48 tempC,Expanding Mean 96 tempC
feelsLikeC,0.973317056673202,0.9643718093404648,0.9473860352611841,0.9223229518080258,0.7526879861408362,0.5019691414171442,-0.3156701760399497,-0.5317286790575874,0.15778280708541054,0.2599194579211879,0.97284678149718,0.9712618686559268,0.9706948627810774,0.9599797684627506,0.94610514636375,0.932018471077038,0.8854314473500386,0.6581828684764593,0.5918856091835724
statusN_Rmean=2,-0.34895174525240463,-0.3581897637258574,-0.3668868696148476,-0.3664893544287681,-0.33621837322630843,-0.26082119946996185,0.1012311418846886,0.30212749299011804,0.2028413896324596,0.04996275044643584,-0.3495420688534324,-0.352515366070941,-0.35087611626650284,-0.35633704669436234,-0.3609545878237673,-0.35661918348670746,-0.37584339369456266,-0.3419902285716757,-0.3121806339486347
statusS_Rmean=2,-0.10053723090022597,-0.10241662588748598,-0.10361491454824864,-0.10449091595917323,-0.09857435232992992,-0.0846560928345352,-0.013930166279775596,0.025851072665205404,0.018739136631165283,0.002750335543189975,-0.10066584767581256,-0.10141034915652188,-0.10094474505771374,-0.1019968441016905,-0.1033717965748245,-0.10075731237108038,-0.1070436453402932,-0.0993797820888145,-0.10224149458966998
statusN_Rmean=3,-0.3365855910601954,-0.3500602941520257,-0.3628317036856393,-0.3666997695409552,-0.35026508018557434,-0.2850111141106728,0.06879949343489293,0.28478695348800964,0.2277630233054644,0.04914640353299563,-0.3375358979031072,-0.34138025305938,-0.34000999047291064,-0.3489037969908656,-0.3551528045735715,-0.3560106747051902,-0.37301281900178296,-0.3511369169740825,-0.32379079867420923
statusS_Rmean=3,-0.09733224497081278,-0.10014472455931464,-0.10185813741928644,-0.1033934775450821,-0.10061576541574707,-0.0884498653466942,-0.01972275242090829,0.022616652387583685,0.0225053777380682,0.0030816487484253163,-0.09751633962081213,-0.09846830910738608,-0.09799117248236126,-0.0994354395730101,-0.10171811667131896,-0.09884539579038333,-0.1059950004621818,-0.09886039305717892,-0.10155403542979123
statusN_Rmean=4,-0.3206352083503389,-0.3384652216854789,-0.3551853777690501,-0.3636815140585781,-0.3617465521925297,-0.3071265667367992,0.036789969765511916,0.26626508930774473,0.25046715513461043,0.04821115158241369,-0.3219721794063342,-0.32678873866039043,-0.325486053304452,-0.33826078704484946,-0.346121807484791,-0.3520169273840296,-0.36556127724307996,-0.3561712135757001,-0.33014963112416995
statusS_Rmean=4,-0.09311500609296997,-0.09688061855819603,-0.09940124604477134,-0.10161232398220328,-0.10215933527056614,-0.0919002945217473,-0.025906957496674862,0.018754879782335417,0.025863197168542348,0.002904835371823572,-0.09337821416267833,-0.09455751642903047,-0.094056722143356,-0.09600332621058363,-0.09884384019389324,-0.0964607330736158,-0.10372525078040733,-0.09773433679860813,-0.10039441671564356
statusN_Rmean=8,-0.20767308470541168,-0.2427416472042661,-0.2763560045787617,-0.3030624652803847,-0.3711348090891842,-0.3732433416970858,-0.10106231000543456,0.16667186908075887,0.3246145069908929,0.047476147758113936,-0.2105420285822296,-0.21978617329265346,-0.2195019150118124,-0.2433841882970766,-0.2648751684323634,-0.27578017011246064,-0.2941677151154733,-0.34920290324718284,-0.3206621556346181
statusS_Rmean=8,-0.06618402941230983,-0.07348431710287757,-0.0792892632888836,-0.0855522968848398,-0.09938589723868912,-0.09970989175371264,-0.05131152093726057,-0.0019376607120768702,0.03343199278102185,0.002610160965581457,-0.06675450485230719,-0.06862921329487001,-0.06851619643532629,-0.07364688162318776,-0.07765185944957724,-0.07989582950648348,-0.08411093677382937,-0.08708426021254187,-0.09094756462061726
statusN_Rmean=12,-0.044653380247452884,-0.08818882100309322,-0.13188330389374425,-0.1719919258014241,-0.3054540639767012,-0.3786543780103598,-0.2353506310430921,0.03562414571142605,0.3597082177079538,0.04623160782566885,-0.04824800201924856,-0.05975434564708765,-0.059671362621223314,-0.09306051236535606,-0.12163497887431865,-0.1415416349148398,-0.1811427428280486,-0.30990470527293645,-0.26487086689599115
statusS_Rmean=12,-0.03211620404005959,-0.04015521320666613,-0.047175864819278684,-0.05559302581881132,-0.08268997803259973,-0.09636764337036786,-0.07296530614555302,-0.0258306326350384,0.03431683448757674,0.003445040637831259,-0.03286189162634063,-0.03480677589986138,-0.0352712319305381,-0.041744236247208605,-0.04644293312696824,-0.05007443178962572,-0.05380845906631041,-0.06963743653419521,-0.07287885322826916
statusN_Rmean=24,0.3760827939407767,0.3572603138874781,0.3338923732891649,0.3081547236698352,0.1732723096408475,0.007122193127923908,-0.3776050534106877,-0.3511213904424116,0.16904624485311195,0.04245170009240227,0.3746497216538471,0.3701783326607832,0.3702714739237269,0.3513944823586964,0.3370744898413513,0.3165216593826341,0.2730939286807835,0.12601885622568187,0.08031632453393016
statusS_Rmean=24,0.012912731424251568,0.01156366349320013,0.011573609803833464,0.008176049365118345,-0.006828687868133268,-0.026468187542225744,-0.07409722816527056,-0.07700623544223653,-0.016213392073412866,0.0016770976246792435,0.012794238833105894,0.012325218855392615,0.01240074255984186,0.01023094317284519,0.009852310915625814,0.005227992000287744,0.0009243189806478881,-0.012853614054523527,-0.024469347073932248
statusN_Rmean=32,0.3938666731748574,0.4065813563361481,0.4133940152614513,0.4188532923928729,0.3966996470793568,0.31048312115175114,-0.1502649561860036,-0.3659353973591408,-0.11355822351305905,0.04348333137196071,0.3950928699728571,0.3986989180155734,0.3991982842424943,0.4047944166659805,0.4117056309001976,0.4093599870818075,0.4009803933108596,0.3612812915850365,0.2796186901504172
statusS_Rmean=32,-0.009654761264098512,-0.007205437310252054,-0.0030362996895426965,-0.0022164173182893654,7.903150009441813e-05,-0.004984065277571426,-0.03915162801665426,-0.0603688467582944,-0.0527617936050699,-0.002668428573500756,-0.009415475325134069,-0.00914155506400625,-0.008699172734132008,-0.007845875551550563,-0.0061308547075485656,-0.008420906783032247,-0.0014917844075093894,0.0010803909855107603,-0.011297541400662216
statusN_Rmean=48,-0.11127193206552216,-0.07241395535021786,-0.035999149192089436,0.004768974934732795,0.15886701421115335,0.28930196697646504,0.3723705424828651,0.1564736494880783,-0.3047075760440749,0.05909064758783648,-0.10831699392000856,-0.09812626535559607,-0.0990356268614998,-0.06908901031111361,-0.04006563316383383,-0.019888515602398932,0.03466297240687481,0.20512134195175946,0.2320431107856957
statusS_Rmean=48,-0.07791837990185926,-0.0762083261853458,-0.07078462606488943,-0.06936542594822086,-0.05690452111197514,-0.042902023240207504,-0.024226369669563742,-0.031013220876242774,-0.05226565380995219,-0.0177180224910788,-0.07779888583134764,-0.07767137606984313,-0.07728641074037436,-0.0769423358898952,-0.07418685546405053,-0.07550355322370317,-0.0688870357351225,-0.059027382806807686,-0.0786350208401657
statusN_Rmean=96,0.015845720746056953,0.01660882541671333,0.01186093671894624,0.013748838551939565,0.013705524267242477,0.009617953591399128,-0.022383751470910245,-0.03697697690615046,-0.016366175013064498,0.07152999233630357,0.01595641559666724,0.016054388308456718,0.01647099148352039,0.016594798752874625,0.016899899027085337,0.01585048989970991,0.01139426998236147,0.018658368184010867,0.016836756230048117
statusS_Rmean=96,-0.08491099806512899,-0.08271251761442927,-0.07754861340496523,-0.07558693111509245,-0.062152100214571473,-0.04675554950249911,-0.012364222560033958,-0.014628338459304687,-0.06614351881106154,-0.07744040376114755,-0.0846840658454951,-0.08438812440342794,-0.0837846960903528,-0.08272589325495297,-0.08090394830720153,-0.08139351715855345,-0.08100057345624173,-0.06774896848080851,-0.07793608401517126
