humidity,humidity_Rmean=2,humidity_Rmean=3,humidity_Rmean=4,humidity_Rmean=8,humidity_Rmean=12,humidity_Rmean=24,humidity_Rmean=32,humidity_Rmean=48,humidity_Rmean=96,Expanding Mean 2 humidity,Expanding Mean 3 humidity,Expanding Mean 4 humidity,Expanding Mean 8 humidity,Expanding Mean 12 humidity,Expanding Mean 16 humidity,Expanding Mean 24 humidity,Expanding Mean 48 humidity,Expanding Mean 96 humidity
1.0,0.9958980167974731,0.9845973201767925,0.9667246390195084,0.8384620134449959,0.6396142946714503,-0.031127036095763384,-0.22859660569706783,0.3021573132933138,0.4385081159924289,0.9997891943697044,0.9992241460749379,0.9984634049239703,0.9928501909351878,0.9833345757818112,0.9718283746736425,0.9427116077434384,0.7430245340377597,0.6885693802975377
0.9958980167974731,1.0,0.9959906969805725,0.9848217044191264,0.8788968634312201,0.6951434787288481,0.01702264369943999,-0.21870677679214806,0.25300182704814195,0.44020376075126516,0.9969111679327871,0.9978165616099186,0.9982621101671777,0.9974515252531574,0.992680737333052,0.9849263423651524,0.961877378441077,0.7865818282585855,0.7303318917104191
0.9845973201767925,0.9959906969805725,1.0,0.9961028176535058,0.9143292076650351,0.747780676766902,0.06903252623773816,-0.20278652884013898,0.2051139324783722,0.44146454898678333,0.9866621254310611,0.9888760764795453,0.9904708363734253,0.995002732447399,0.9947192293532165,0.9909709394605302,0.9746850512326168,0.8257962815024078,0.7690827506126181
0.9667246390195084,0.9848217044191264,0.9961028176535058,1.0,0.9442172135343516,0.7966592639453866,0.12378490683752863,-0.18142458989090013,0.15938621721387192,0.44493136002005956,0.9697836791953022,0.9731758186771038,0.9757512995832422,0.9855609097662924,0.9897096310311808,0.9900226954000371,0.9808892229354347,0.8596520780396587,0.8039656229818919
0.8384620134449959,0.8788968634312201,0.9143292076650351,0.9442172135343516,1.0,0.9461653968858105,0.36240721701777034,-0.04543114798572724,0.000817327942668712,0.4557281372791714,0.8448782751678745,0.8522430604461861,0.8581958363064219,0.8845468749650441,0.9049730951123717,0.9207309387924215,0.9445551611221406,0.9465625003313229,0.9061700663458653
0.6396142946714503,0.6951434787288481,0.747780676766902,0.7966592639453866,0.9461653968858105,1.0,0.6034212965785491,0.15369169323087498,-0.1006580393372367,0.46637964256836517,0.6482411670450866,0.6582739713209961,0.6665250625173015,0.70450075619955,0.7359512202511689,0.765128784325634,0.8196597035515516,0.9422723348578541,0.9324382969218433
-0.031127036095763384,0.01702264369943999,0.06903252623773816,0.12378490683752863,0.36240721701777034,0.6034212965785491,1.0,0.8211815921952494,0.05986661862401959,0.503133349437469,-0.02407643090976926,-0.01531794731771436,-0.008418793366251242,0.028613968440996593,0.06036090731008035,0.09949443785691112,0.17313570270047485,0.4512253976906265,0.5856152172504263
-0.22859660569706783,-0.21870677679214806,-0.20278652884013898,-0.18142458989090013,-0.04543114798572724,0.15369169323087498,0.8211815921952494,1.0,0.4604990388282248,0.5335833771274597,-0.2275715120324847,-0.22570743432876675,-0.22466183072063972,-0.21222433955342265,-0.20339429792158586,-0.18128421201519246,-0.14312603088686662,0.03170469698705873,0.20854138085801338
0.3021573132933138,0.25300182704814195,0.2051139324783722,0.15938621721387192,0.000817327942668712,-0.1006580393372367,0.05986661862401959,0.4604990388282248,1.0,0.6221536836890508,0.2944160672752695,0.28553602376152987,0.27773529902160504,0.24677766079147564,0.21419767507728202,0.19489428950621246,0.14188093566590107,-0.062491368378811585,0.024839643778625204
0.4385081159924289,0.44020376075126516,0.44146454898678333,0.44493136002005956,0.4557281372791714,0.46637964256836517,0.503133349437469,0.5335833771274597,0.6221536836890508,1.0,0.4386426328715249,0.439032905428291,0.43894060213457003,0.44249767193704914,0.44195388144033443,0.45010720103210106,0.45446876264199854,0.4378396408088615,0.539594924122812
