pressure,pressure_Rmean=2,pressure_Rmean=3,pressure_Rmean=4,pressure_Rmean=8,pressure_Rmean=12,pressure_Rmean=24,pressure_Rmean=32,pressure_Rmean=48,pressure_Rmean=96,Expanding Mean 2 pressure,Expanding Mean 3 pressure,Expanding Mean 4 pressure,Expanding Mean 8 pressure,Expanding Mean 12 pressure,Expanding Mean 16 pressure,Expanding Mean 24 pressure,Expanding Mean 48 pressure,Expanding Mean 96 pressure
1.0,0.9971952791188935,0.9937656710277628,0.9896358110033372,0.9656978572290068,0.9395947164666085,0.9021550911082404,0.8952311331325212,0.8834999685956999,0.7564433530391622,0.9999982481849086,0.9992342491620685,0.9999693432393513,0.9979435246399169,0.9951096591840557,0.9931384954160901,0.9870134361989384,0.9740188135785924,0.9598059834796596
0.9971952791188935,1.0,0.9975442979623292,0.9943810596329157,0.9736221734739561,0.9474123092890627,0.9046498114326199,0.8977566301008726,0.8848520122225905,0.7603380460088399,0.99725448630206,0.998178911118883,0.9972991284144811,0.997510469840081,0.9960434694951256,0.9948390995025591,0.9902935748419849,0.9788242932778737,0.9641602774693689
0.9937656710277628,0.9975442979623292,1.0,0.9978132245976904,0.9810817109911129,0.955138896150803,0.9072737953138456,0.9000625067073882,0.8860229629063819,0.7640955980275629,0.993835095627982,0.9951475283273625,0.9940636261941516,0.9964836042939262,0.9963961195482829,0.9958109716311948,0.9926372103621768,0.9828547219722278,0.9679758113561319
0.9896358110033372,0.9943810596329157,0.9978132245976904,1.0,0.9870292740614892,0.9629114811140213,0.9103202026966326,0.9022695622643552,0.8871757763609351,0.7678154072055514,0.9897499567725602,0.9913757642030557,0.9901474075892897,0.9934293234563738,0.9949659174695767,0.9951897147054303,0.9936712551465574,0.9857130259721989,0.9710519621675087
0.9656978572290068,0.9736221734739561,0.9810817109911129,0.9870292740614892,1.0,0.9888690865197413,0.927032555467397,0.9117373983886143,0.8922587234852405,0.782486725011528,0.9658218215432208,0.9684047824242774,0.9662582624864856,0.9734242150102482,0.9776142592919552,0.982420575992333,0.9884482940063163,0.988670972617558,0.9786432699996924
0.9395947164666085,0.9474123092890627,0.955138896150803,0.9629114811140213,0.9888690865197413,1.0,0.9499067589672848,0.924021215508789,0.8987173467694375,0.7967602682373192,0.9397180203893398,0.9419038785078261,0.9401652536832109,0.9474546581348675,0.952085188312476,0.9595122223805048,0.9726879036162013,0.9804321687631221,0.9788138159131408
0.9021550911082404,0.9046498114326199,0.9072737953138456,0.9103202026966326,0.927032555467397,0.9499067589672848,1.0,0.9810261764646994,0.9329021231271303,0.8380079354874811,0.9021743079224613,0.9026037613982777,0.9022497595459046,0.9050774298868733,0.9052133905023598,0.9108791364764918,0.9216411501982257,0.9321711936134803,0.9577067836384637
0.8952311331325212,0.8977566301008726,0.9000625067073882,0.9022695622643552,0.9117373983886143,0.924021215508789,0.9810261764646994,1.0,0.9647874778790386,0.8651108754446437,0.8952571681486857,0.89590389385575,0.8953509475874237,0.8978995904943505,0.8982488043494772,0.9019860711071693,0.9063725766321327,0.910787104400826,0.9492904302824099
0.8834999685956999,0.8848520122225905,0.8860229629063819,0.8871757763609351,0.8922587234852405,0.8987173467694375,0.9329021231271303,0.9647874778790386,1.0,0.9164775214628705,0.8835025970528942,0.8838113655477398,0.8835159308867307,0.8857258808667426,0.8850046284712475,0.888278259516978,0.8929391958006011,0.8951359386440669,0.9329627936618787
0.7564433530391622,0.7603380460088399,0.7640955980275629,0.7678154072055514,0.782486725011528,0.7967602682373192,0.8380079354874811,0.8651108754446437,0.9164775214628705,1.0,0.7564977504441248,0.7575672511125735,0.7566919985323177,0.7606736467445487,0.7620961934385646,0.7674354072371568,0.7734774362957444,0.786812156236673,0.8212044043167126
