statusN,tempC,tempC_Rmean=2,tempC_Rmean=3,tempC_Rmean=4,tempC_Rmean=8,tempC_Rmean=12,tempC_Rmean=24,tempC_Rmean=32,tempC_Rmean=48,tempC_Rmean=96,Expanding Mean 2 tempC,Expanding Mean 3 tempC,Expanding Mean 4 tempC,Expanding Mean 8 tempC,Expanding Mean 12 tempC,Expanding Mean 16 tempC,Expanding Mean 24 tempC,Expanding Mean 48 tempC,Expanding Mean 96 tempC
1.0,-0.35745347463004995,-0.3627578093578112,-0.3675668368596594,-0.3636127548031633,-0.3206210577166925,-0.23614964094359098,0.13175562834375093,0.3171217619751378,0.17705818365092615,0.05081299697550506,-0.3577333858625663,-0.3597500346208921,-0.35786653755532427,-0.36091186207417825,-0.3633477372104011,-0.3542667945750457,-0.37361697207094613,-0.3279686472652118,-0.2952282171004158
-0.35745347463004995,1.0,0.993706449870969,0.9787494883436648,0.957327119030047,0.8044425598345131,0.5693263910123945,-0.23047984042049513,-0.4627770496666047,0.16605240469882818,0.3182135913137429,0.9999154455966119,0.9986308241323166,0.9987027328782478,0.9906760454099605,0.9787029978867533,0.9670158967804696,0.9299410586520029,0.7168364710363003,0.6667777002441986
-0.3627578093578112,0.993706449870969,1.0,0.993162184615333,0.979743924232526,0.8528215353780613,0.6356246384827594,-0.1726761351464477,-0.45053946809039536,0.10806866945956599,0.3213143469558076,0.9944588385514576,0.9963944339755346,0.9956942301315116,0.9947778631326583,0.9891117038851001,0.9813218366196869,0.952256511214939,0.7660348631740419,0.7155185677440394
-0.3675668368596594,0.9787494883436648,0.993162184615333,1.0,0.9941382150967537,0.8949164267816685,0.6965733219321014,-0.11475893781779278,-0.43700911888187133,0.04663993438731688,0.31772068034521733,0.980088028740623,0.984308842085781,0.9838031004192046,0.9909814095750987,0.9914126517418355,0.987014187075204,0.9674290991783999,0.8101327260268808,0.758736357787667
-0.3636127548031633,0.957327119030047,0.979743924232526,0.9941382150967537,1.0,0.9314585998403363,0.7554666304035919,-0.04774042123492331,-0.40966410116881585,-0.006219143145241653,0.32338160497155194,0.9593204060019098,0.9655893078629096,0.9650017394459951,0.979005988279628,0.9855366761433129,0.9850629938380272,0.9751172437060188,0.8481426189453524,0.7985425176901767
-0.3206210577166925,0.8044425598345131,0.8528215353780613,0.8949164267816685,0.9314585998403363,1.0,0.9346588541827108,0.2365485002951541,-0.24952547841661618,-0.1940146831005857,0.3382108164108325,0.8084683437054484,0.8212922282558769,0.8206220125347241,0.85686878005946,0.8846163604019741,0.8992006744625333,0.9343203152059529,0.9401351020661654,0.9022985566214863
-0.23614964094359098,0.5693263910123945,0.6356246384827594,0.6965733219321014,0.7554666304035919,0.9346588541827108,1.0,0.5246193395425948,-0.013067079302223731,-0.31346717537397184,0.3530416427970892,0.5747448868953309,0.5919879673294224,0.5913866127236607,0.6428559548991647,0.6845232980773879,0.7139615354260955,0.7885759272704241,0.9229089772104314,0.9113921962004637
0.13175562834375093,-0.23047984042049513,-0.1726761351464477,-0.11475893781779278,-0.04774042123492331,0.2365485002951541,0.5246193395425948,1.0,0.7851928947056933,-0.12555333741642105,0.3986040289259378,-0.22623685553209064,-0.21122455234673918,-0.21308065266569218,-0.1631624928177553,-0.12115244080265927,-0.07874234782752229,0.017776518929869877,0.3130796814113974,0.45130171498817556
0.3171217619751378,-0.4627770496666047,-0.45053946809039536,-0.43700911888187133,-0.40966410116881585,-0.24952547841661618,-0.013067079302223731,0.7851928947056933,1.0,0.3536393643205639,0.43658389114780904,-0.46236455385210234,-0.4591173005546909,-0.46111101474745725,-0.4456824624065909,-0.4330526435395813,-0.4072368639782986,-0.36371531172365384,-0.17899008792081422,0.009582603457109427
0.17705818365092615,0.16605240469882818,0.10806866945956599,0.04663993438731688,-0.006219143145241653,-0.1940146831005857,-0.31346717537397184,-0.12555333741642105,0.3536393643205639,1.0,0.5460727553706052,0.16113417708023345,0.1464229181986883,0.1455752591382062,0.10215422593852232,0.061571999778229136,0.043574452742056936,-0.035613952728966045,-0.2525005004204703,-0.16744942148511568
0.05081299697550506,0.3182135913137429,0.3213143469558076,0.31772068034521733,0.32338160497155194,0.3382108164108325,0.3530416427970892,0.3986040289259378,0.43658389114780904,0.5460727553706052,1.0,0.31822984982191,0.3195190594815828,0.31782298079379234,0.32245749549620323,0.3234054715520621,0.3335962955418678,0.33541880469592766,0.3210448423816698,0.42870205017239765
-0.3577333858625663,0.9999154455966119,0.9944588385514576,0.980088028740623,0.9593204060019098,0.8084683437054484,0.5747448868953309,-0.22623685553209064,-0.46236455385210234,0.16113417708023345,0.31822984982191,1.0,0.9987609744297717,0.9990837225180648,0.9915208854879248,0.98003707059063,0.9686770602716578,0.9320377395372786,0.7210058319875238,0.6708488195907603
-0.3597500346208921,0.9986308241323166,0.9963944339755346,0.984308842085781,0.9655893078629096,0.8212922282558769,0.5919879673294224,-0.21122455234673918,-0.4591173005546909,0.1464229181986883,0.3195190594815828,0.9987609744297717,1.0,0.9983281522196752,0.9927295091673406,0.9840341331331711,0.9727767931964821,0.9388647109141548,0.7348282129411858,0.684369775587459
-0.35786653755532427,0.9987027328782478,0.9956942301315116,0.9838031004192046,0.9650017394459951,0.8206220125347241,0.5913866127236607,-0.21308065266569218,-0.46111101474745725,0.1455752591382062,0.31782298079379234,0.9990837225180648,0.9983281522196752,1.0,0.9936762854562317,0.983748837307837,0.9734456997419882,0.9379803713512292,0.7338228938702729,0.6829377459434679
