visibility,visibility_Rmean=2,visibility_Rmean=3,visibility_Rmean=4,visibility_Rmean=8,visibility_Rmean=12,visibility_Rmean=24,visibility_Rmean=32,visibility_Rmean=48,visibility_Rmean=96,Expanding Mean 2 visibility,Expanding Mean 3 visibility,Expanding Mean 4 visibility,Expanding Mean 8 visibility,Expanding Mean 12 visibility,Expanding Mean 16 visibility,Expanding Mean 24 visibility,Expanding Mean 48 visibility,Expanding Mean 96 visibility
1.0,0.85682871514939,0.8289158093725495,0.8018863337925839,0.67141424727347,0.5579047713319037,0.2512503223658312,0.21443902017996375,0.3400865581625067,0.27843336204890556,0.999991196158731,0.9890006959408009,0.9997513271812656,0.9789212416331279,0.9485202262454915,0.946823665099626,0.8942774694132645,0.8214983094374044,0.7391186287595218
0.85682871514939,1.0,0.5637057594438775,0.5319497113690772,0.46763499766553884,0.4256091412092372,0.2623332005729074,0.1968619795398571,0.33336934688198383,0.31236376394072796,0.8571252233552343,0.8678451648103331,0.8573561794605524,0.8581922100528111,0.8453248630874719,0.8456890414125062,0.8124996448021183,0.7614023601745048,0.6934143997579331
0.8289158093725495,0.5637057594438775,1.0,0.9523901042827795,0.8188357609432783,0.632432149070174,0.2459757697084584,0.17479254795051904,0.2282041590075245,0.18241219274928946,0.8293253091139147,0.8426749783797853,0.8306585001386239,0.8497427258250008,0.839142508765537,0.8398130108467512,0.7982261641214463,0.7265550552957301,0.6526287517137814
0.8018863337925839,0.5319497113690772,0.9523901042827795,1.0,0.8840940731814831,0.706190263907667,0.27215337661782824,0.20670192076322064,0.23830842918286316,0.1878548733468006,0.8025613989174455,0.8180462185014475,0.8050232696962025,0.828660679285466,0.8410034546111902,0.834933229640482,0.8156743015871161,0.7541327976666743,0.6821447708656645
0.67141424727347,0.46763499766553884,0.8188357609432783,0.8840940731814831,1.0,0.8744382203119668,0.4040003107605185,0.27962051633207174,0.22527589826594463,0.21021773459634369,0.6720484204819775,0.6928715000244156,0.6744555622567703,0.7149216561501177,0.7619562673990815,0.7629136946557677,0.7999593540495162,0.7773714231202864,0.7249854315212476
0.5579047713319037,0.4256091412092372,0.632432149070174,0.706190263907667,0.8744382203119668,1.0,0.5542675768377755,0.39777746337070913,0.27683825803842727,0.2803589330752329,0.5584647564215521,0.5758614794207249,0.5606720724535412,0.5973818212577349,0.6419625754810051,0.6552442974374769,0.7265713900406395,0.7623102524218464,0.7447199225929584
0.2512503223658312,0.2623332005729074,0.2459757697084584,0.27215337661782824,0.4040003107605185,0.5542675768377755,1.0,0.7941046590020404,0.3844339772694407,0.27960990078248044,0.2516150164722106,0.2570760243353754,0.2532077110036918,0.2703894442044896,0.28349765665118665,0.30753389470505177,0.35736493095390537,0.4684167737863764,0.5443296301334907
0.21443902017996375,0.1968619795398571,0.17479254795051904,0.20670192076322064,0.27962051633207174,0.39777746337070913,0.7941046590020404,1.0,0.6614672734220625,0.3512483922569911,0.2145051269025757,0.2119617816898993,0.2149390046577471,0.21449142695101764,0.21419139329433548,0.23191913315743315,0.2515272066606909,0.35310201779072714,0.45861443811533625
0.3400865581625067,0.33336934688198383,0.2282041590075245,0.23830842918286316,0.22527589826594463,0.27683825803842727,0.3844339772694407,0.6614672734220625,1.0,0.5196596593521666,0.33996663265751487,0.33587853936941875,0.3395438071403069,0.3357457814861201,0.3223179751383135,0.33027890413820776,0.31469581621697396,0.3710615322024688,0.44374031822976867
0.27843336204890556,0.31236376394072796,0.18241219274928946,0.1878548733468006,0.21021773459634369,0.2803589330752329,0.27960990078248044,0.3512483922569911,0.5196596593521666,1.0,0.27846495491320084,0.2783595804820381,0.2787126041923501,0.2825042831387066,0.27876506132242773,0.29245864140272865,0.2855032409823199,0.30586079756778095,0.320071608563163
0.999991196158731,0.8571252233552343,0.8293253091139147,0.8025613989174455,0.6720484204819775,0.5584647564215521,0.2516150164722106,0.2145051269025757,0.33996663265751487,0.27846495491320084,1.0,0.989027258504146,0.9998059368451635,0.9790465352647845,0.9487584841087687,0.9470447542063843,0.8945891129298762,0.8218310476258144,0.7394631804599342
0.9890006959408009,0.8678451648103331,0.8426749783797853,0.8180462185014475,0.6928715000244156,0.5758614794207249,0.2570760243353754,0.2119617816898993,0.33587853936941875,0.2783595804820381,0.989027258504146,1.0,0.9889496343504524,0.9807397047199904,0.9629238458927349,0.9555630270914699,0.9095255395287165,0.8361122087503955,0.7543148112426636
0.9997513271812656,0.8573561794605524,0.8306585001386239,0.8050232696962025,0.6744555622567703,0.5606720724535412,0.2532077110036918,0.2149390046577471,0.3395438071403069,0.2787126041923501,0.9998059368451635,0.9889496343504524,1.0,0.9794833803061481,0.9496026480677896,0.9478389689249861,0.8956865663557219,0.8230423087220319,0.7407580627187315
0.9789212416331279,0.8581922100528111,0.8497427258250008,0.828660679285466,0.7149216561501177,0.5973818212577349,0.2703894442044896,0.21449142695101764,0.3357457814861201,0.2825042831387066,0.9790465352647845,0.9807397047199904,0.9794833803061481,1.0,0.96046175357688,0.9711941383377934,0.919671107555751,0.8479575638152428,0.7676277343070054
0.9485202262454915,0.8453248630874719,0.839142508765537,0.8410034546111902,0.7619562673990815,0.6419625754810051,0.28349765665118665,0.21419139329433548,0.3223179751383135,0.27876506132242773,0.9487584841087687,0.9629238458927349,0.9496026480677896,0.96046175357688,1.0,0.9613052464862984,0.9515044084158205,0.8776229827907894,0.7980120348163885
