0,statusN_Rmean=4,statusS_Rmean=4,tempC_Rmean=4,windspeedMiles_Rmean=4,precipMM_Rmean=4,humidity_Rmean=4,visibility_Rmean=4,pressure_Rmean=4,cloudcover_Rmean=4,heatIndexC_Rmean=4,dewPointC_Rmean=4,windChillC_Rmean=4,windGustMiles_Rmean=4,feelsLikeC_Rmean=4,Expanding Mean 4 statusN,Expanding Mean 4 statusS,Expanding Mean 4 tempC,Expanding Mean 4 windspeedMiles,Expanding Mean 4 precipMM,Expanding Mean 4 humidity,Expanding Mean 4 visibility,Expanding Mean 4 pressure,Expanding Mean 4 cloudcover,Expanding Mean 4 heatIndexC,Expanding Mean 4 dewPointC,Expanding Mean 4 windChillC
statusN,0.7830107950286105,0.09771985489706343,-0.3636127548031633,-0.0998821229586388,-0.006622460102875796,0.3099205071740779,0.07360488293152767,-0.031443043376218026,0.039552723507694384,-0.3725177627805613,-0.23396952307243365,-0.3636016447414547,-0.04670627511647047,-0.3725177627805613,0.9787879587754138,0.10803510673580333,-0.3578665375553243,-0.12277086257620608,-0.03741988762924052,0.3027154946715832,0.04700997778683262,-0.046673868403074935,0.028434283870717506,-0.3629846980632348,-0.2283812545907739,-0.3580558464272409
statusS,0.10648118477051942,0.870895888297759,-0.10470713391996507,0.0037024741690958813,0.009523414487722587,0.0862009097261602,-0.03787517427434365,0.008655729666207444,-0.016858351857790155,-0.10527887224408834,-0.060615803928900036,-0.10448933914888096,0.021177515010275955,-0.10527887224408834,0.11144594724161773,0.9878491591465008,-0.10298369006713667,0.005380393039766653,0.011111972841675564,0.08546364226961961,-0.024524752192563032,0.005835198332315585,-0.015565047776655053,-0.10237654237163174,-0.0607181825817063,-0.1029899171988683
tempC,-0.3206352083503389,-0.09311500609296997,0.9573271190300472,-0.03634938921372543,-0.13754417092335486,-0.8958774348738101,0.22921620873022924,0.0242516372719867,-0.2418870094799376,0.9492175409702164,0.3447717297850931,0.9572759978529872,-0.1960489792745987,0.9492175409702164,-0.3540040505230029,-0.10072075487585863,0.9987027328782478,0.05491008053407298,-0.05165080991485718,-0.9150188347933441,0.08172866358505909,0.005220138042961585,-0.21204318709044945,0.9737718370705398,0.34490615909853123,0.9986117046206676
windspeedMiles,-0.13469414249748307,0.007003269533615959,0.13420158420618716,0.9691210076050448,0.3909766423328671,-0.09737914880848572,-0.2831906553921099,-0.4922858205797028,0.3663558343826859,0.1355536600247472,0.013383982795234908,0.1350738459246514,0.9168057069254544,0.1355536600247472,-0.12745765992439004,0.005472265526392972,0.0713007640399881,0.9997324796011368,0.4127026083094635,-0.03638393472261179,-0.3406910387679652,-0.4838151202896456,0.35852741602155325,0.0621508565641742,-0.02427735827337799,0.07213348406045167
precipMM,-0.06908846867389327,0.014849430836690512,0.04569354332976894,0.4202364393548224,0.9598065624645568,0.1338742608726613,-0.669096654824126,-0.4549507866105702,0.5867816495858937,0.11657193398809525,0.3823467518299221,0.04635058274889877,0.4782637152438341,0.11657193398809525,-0.04657903269534437,0.011648378201558087,-0.030732609173143795,0.4151829987431111,0.9992878382521492,0.20913067539569305,-0.7976121291644019,-0.44573956601530257,0.583738987471915,0.03504163914473553,0.3416216379144997,-0.030121901379612875
humidity,0.26241464119118835,0.07635729781618719,-0.8678675341319141,0.06718582910116895,0.31680182142075675,0.9667246390195084,-0.3600260673637321,-0.13264464956411626,0.30828828673653424,-0.8189295618729109,-0.052909650719841474,-0.8676535344594822,0.2260317483469997,-0.8189295618729109,0.29578549687253003,0.08289842008048652,-0.911252657931218,-0.017690261342944682,0.2334603979739018,0.9984634049239705,-0.24446994558255744,-0.1093985722139754,0.28009282765327925,-0.8505907943713852,-0.0574882315148884,-0.9111235149245398
visibility,0.06451632716821062,-0.0306200817491166,0.007995870739362069,-0.3456808427851543,-0.7770234603026095,-0.1655799893099036,0.8018863337925839,0.3383863193399773,-0.4654127706910674,-0.0583354804840159,-0.3190678999021693,0.0073242769395689316,-0.4046160818428807,-0.0583354804840159,0.05250369732068212,-0.02560613016071908,0.0694718774366585,-0.3417178305640595,-0.7975765507560605,-0.2291413710817474,0.9997513271812656,0.3328051626211746,-0.4603400433728725,0.006792543475072686,-0.2945564096076232,0.06886540554708533
pressure,-0.06251722670453219,0.0033904315993008127,-0.0029600236656337872,-0.4732197246368015,-0.4308752971935105,-0.0906122843726829,0.17743936825825685,0.9896358110033372,-0.4404612480065969,-0.06277063330036718,-0.2048458301019827,-0.003485246027696481,-0.4452165188290176,-0.06277063330036718,-0.05020150838395508,0.005327837252059349,0.00092758998307629,-0.4827047565392017,-0.4437946730548623,-0.10475315002152094,0.3317423104166428,0.9999693432393512,-0.44314159927060903,-0.04945050417062477,-0.20840398554428785,0.00043500842956997553
cloudcover,0.010242674613962078,-0.018001161332941086,-0.17901772486152606,0.3385407943310362,0.568330336535755,0.24525667728174635,-0.4055373455381882,-0.44634206739170657,0.9769210283168586,-0.11644679751913765,0.12482096162579492,-0.17830682685401775,0.3859360244277135,-0.11644679751913765,0.021669601588596918,-0.01517883953844693,-0.2007525530387642,0.3555689215420518,0.5813301676706802,0.2690062865127135,-0.4591231152526385,-0.4437693703538431,0.9989249718133892,-0.14649656721745033,0.10379199386561523,-0.20005678447229025
heatIndexC,-0.315175882385687,-0.0905637950056747,0.9223229518080258,-0.055513313834894135,-0.07817009081770858,-0.8229902733387962,0.16298182744358855,-0.0232394600427493,-0.19030274373068184,0.9570569191842014,0.4851696955049292,0.9223286747467332,-0.2116000551843736,0.9570569191842014,-0.3551656084661582,-0.09966386081852778,0.9706948627810774,0.04345185511005759,0.011497790925445388,-0.8514194796603165,0.021112578876875208,-0.04572151503896285,-0.15869890215949406,0.998278409679902,0.4943456221019448,0.970747339064422
dewPointC,-0.20277718193671004,-0.05272808926503601,0.31110931813928405,-0.06976051517673752,0.2991054556710809,-0.03996397572749359,-0.2514391429590667,-0.2101753258996142,0.09021079328711314,0.4557649814027381,0.9297792885924968,0.31133340971775425,-0.10797383012967113,0.4557649814027381,-0.2258158084580748,-0.05951794328404851,0.34280143788023937,-0.02715546006381064,0.337163019605717,-0.05593320620473943,-0.2928250485202962,-0.20867339620216088,0.10028511000711343,0.49215426678072,0.999775320409752,0.34310616912098674
