0,statusN_Rmean=96,statusS_Rmean=96,tempC_Rmean=96,windspeedMiles_Rmean=96,precipMM_Rmean=96,humidity_Rmean=96,visibility_Rmean=96,pressure_Rmean=96,cloudcover_Rmean=96,heatIndexC_Rmean=96,dewPointC_Rmean=96,windChillC_Rmean=96,windGustMiles_Rmean=96,feelsLikeC_Rmean=96,Expanding Mean 96 statusN,Expanding Mean 96 statusS,Expanding Mean 96 tempC,Expanding Mean 96 windspeedMiles,Expanding Mean 96 precipMM,Expanding Mean 96 humidity,Expanding Mean 96 visibility,Expanding Mean 96 pressure,Expanding Mean 96 cloudcover,Expanding Mean 96 heatIndexC,Expanding Mean 96 dewPointC,Expanding Mean 96 windChillC
statusN,0.03693401344763402,0.07419702113025024,0.050812996975505065,0.0034688305582342,0.017586057623969552,-0.03264264525313638,-0.043474029956271684,-0.05467515622669978,0.002663014001899618,0.05850808787906956,0.013199212226511756,0.05115924968412423,-0.0033481888465800237,0.05850808787906956,0.6406886437647396,0.15433431135906714,-0.2952282171004158,-0.02202001329545831,0.004811323397066539,0.2653616399707034,0.029634688770894417,-0.04434709240512925,0.04092901831607772,-0.2998992415876232,-0.1334093490549751,-0.2951387629934531
statusS,-0.0228125978197064,-0.01617899237017113,0.0032833098876507197,0.005667553371134261,-0.02945446689035613,-0.030123140465358283,0.004190337932483193,-0.003939373463413221,0.013911740897755627,-0.0056430061298794855,-0.042400217943409806,0.00397980282349583,-0.0021130960587357472,-0.0056430061298794855,0.07013739918918553,0.5235628336682663,-0.10275476390984883,0.03271686759294632,0.008451351180190544,0.09028417973629048,-0.012223274649394069,0.0033476443889305114,0.013439872525459442,-0.11082948346151493,-0.05496079137680917,-0.10260363181268194
tempC,0.015845720746056953,-0.08491099806512899,0.3182135913137429,-0.1781716538693434,-0.16646708067195276,-0.3312865211362748,0.1457567069819672,0.1142046013595928,-0.2560680253955964,0.28974823283450263,-0.14044696102997425,0.31841827452814603,-0.19000243071459874,0.28974823283450263,-0.23853735958542274,-0.11189670141703204,0.6667777002441986,-0.2376636663946965,-0.1633250545276673,-0.6207746205622107,0.13783187206706027,0.10422325974257396,-0.31667053539116263,0.6564364637260243,0.2282192591684737,0.6666894053723391
windspeedMiles,0.14231137036318853,0.04016588786412014,-0.3044630210338631,0.4178777989328269,0.22225995877924645,0.2297563284007635,-0.21579044510342765,-0.4077511532618127,0.2982329258580376,-0.3122587900945413,0.05597826665432814,-0.3045965875254601,0.4158498424148084,-0.3122587900945413,-0.14819198928094354,0.01719441747166693,0.09988627647671584,0.816364486141116,0.33257029333337434,-0.08731417625662438,-0.2853752082671673,-0.4618441482985806,0.3992483214392688,0.10508911848128033,0.01745329307506869,0.10048188957904132
precipMM,0.08697988505409665,0.011016602289002092,-0.103265614060071,0.1764230337402787,0.4297200608830961,0.2498159721139411,-0.3247088705043853,-0.33698284194099304,0.33509343602494823,-0.04131455196844922,0.3362800690172825,-0.10339111901447584,0.20358936610483253,-0.04131455196844922,-0.11960593860605127,-0.038826239310347885,0.11783994444990364,0.3213507569229607,0.8473906960527746,0.04390437373102852,-0.7384336154061076,-0.4349596610628329,0.51784996852376,0.1961979897260461,0.3872495399229459,0.11844724226038594
humidity,-0.015260188940060532,0.08314790334530013,-0.3618987398729576,0.2061728909588557,0.28719344116572243,0.4385081159924289,-0.2393182619720057,-0.20922998398822687,0.3483493288909098,-0.304006483312318,0.2789375232205058,-0.3621635202692535,0.2249717801822685,-0.304006483312318,0.18138959820313613,0.08446782671818802,-0.6037202177847238,0.2514006234448625,0.34068671237226616,0.6885693802975377,-0.3069293363955,-0.20838155042415105,0.3783672154673857,-0.5476308018414413,0.029290674531353176,-0.6034751597918061
visibility,-0.04652741198900191,0.00040804818028481816,0.12394361343176775,-0.13162529278896895,-0.3447327648882349,-0.2388077837729317,0.2784333620489056,0.2398694758749005,-0.2951069129901338,0.06765919032248978,-0.29439512194156103,0.12397761441153095,-0.1558279686407673,0.06765919032248978,0.08316562768673327,0.024295816229517368,-0.048614395243484536,-0.2666566078841013,-0.6787490606435856,-0.08565389726350224,0.7391186287595218,0.31807273700087546,-0.42250857472207776,-0.1147796030345115,-0.30533113961149994,-0.049234494160125576
pressure,-0.18924968842848114,0.011789199376902195,0.0569404048081381,-0.29328854382094866,-0.3826667176821398,-0.12841849221394502,0.27814593097157525,0.7564433530391622,-0.34363417779385264,0.013912261829816206,-0.21226335394421444,0.0575779694859019,-0.28800606584869753,0.013912261829816206,-0.06428027599438671,-0.0013787494865117645,0.02930312240310905,-0.4128832524741217,-0.4569886104178213,-0.1344220985148913,0.35353717447526906,0.9598059834796596,-0.4710424517016345,-0.021050313096608705,-0.20520677613503005,0.02876976585450855
cloudcover,0.029039078566274024,0.019007084141879016,-0.29550880695904075,0.2437354054546925,0.4130983260240328,0.3477217427194573,-0.3278588985054849,-0.3964359662859492,0.4479480526449072,-0.2497977787506639,0.2576582477503393,-0.29525413066125245,0.2697973047412518,-0.2497977787506639,0.01898626301128676,-0.06918322698947066,-0.18934961502494788,0.3151533465929375,0.5315822791730787,0.2414281170714532,-0.4559680601594307,-0.4561501781036245,0.8237792091676566,-0.13918523099261196,0.09251594977874143,-0.18866603156258768
heatIndexC,0.01047792900732935,-0.0853567139222481,0.2599194579211879,-0.15109966227605653,-0.09019384798395992,-0.2382292116486308,0.09115668416653427,0.06599969842286899,-0.18388366958309466,0.25403557540923044,-0.05401223803574995,0.2601536199091137,-0.15785122489720108,0.25403557540923044,-0.2139472083703398,-0.10473933373306192,0.5918856091835724,-0.2433807588551121,-0.09199324198469228,-0.5069634862920006,0.07176378714767773,0.05501637639870307,-0.2573916102631687,0.6113232848407559,0.3246800338200704,0.5918199622221413
