statusN_Rmean=12,statusS_Rmean=12,tempC_Rmean=12,windspeedMiles_Rmean=12,precipMM_Rmean=12,humidity_Rmean=12,visibility_Rmean=12,pressure_Rmean=12,cloudcover_Rmean=12,heatIndexC_Rmean=12,dewPointC_Rmean=12,windChillC_Rmean=12,windGustMiles_Rmean=12,feelsLikeC_Rmean=12,Expanding Mean 12 statusN,Expanding Mean 12 statusS,Expanding Mean 12 tempC,Expanding Mean 12 windspeedMiles,Expanding Mean 12 precipMM,Expanding Mean 12 humidity,Expanding Mean 12 visibility,Expanding Mean 12 pressure,Expanding Mean 12 cloudcover,Expanding Mean 12 heatIndexC,Expanding Mean 12 dewPointC,Expanding Mean 12 windChillC,Expanding Mean 12 windGustMiles,Expanding Mean 12 feelsLikeC
1.0,0.1157798290932948,-0.3786543780103598,-0.13749302968266092,-0.05412410501525595,0.3217366568394928,0.09960321521662764,-0.041074176792851316,0.030163462021555006,-0.38158972891567394,-0.24089095310625597,-0.3787580584988153,-0.0800971397832225,-0.38158972891567394,0.4800028582627892,0.058236943935967005,-0.12163497887431866,-0.133222802053402,-0.12093232719607251,0.08756602680208585,0.11013914738664289,-0.0646865503043745,-0.003352838111126071,-0.10191888893850173,-0.051249954943306024,-0.12180606585022849,-0.13127443215441126,-0.10191888893850173
0.1157798290932948,1.0,-0.09636764337036786,0.014447102663714425,0.021558227282578106,0.08654734540577903,-0.022788314775079303,0.008490332989397302,-0.012243471649583344,-0.09483598653535326,-0.054965525820870095,-0.0962771528210532,0.02874377293781914,-0.09483598653535326,0.03833536392659266,0.49829352848576086,-0.04644293312696824,0.01882481010613228,0.015887401869517464,0.03735107129895063,-0.05238791427145245,0.0002877431678192088,-0.020780450490567485,-0.04266954417435763,-0.020056681886454937,-0.046281314535231995,0.023769037149165523,-0.04266954417435763
-0.3786543780103598,-0.09636764337036786,1.0,0.052382954389184014,-0.05194207641608514,-0.9124859393980579,0.1084233549932641,0.01568524038790915,-0.2108457810939582,0.97610016970549,0.345205379875648,0.999957281033384,-0.08782478034409026,0.97610016970549,-0.28634932861108736,-0.08759983619901424,0.6845232980773879,0.1956988447268218,0.18481852142364796,-0.6126430392462312,-0.127520052926367,-0.007282103356001215,-0.1378208543987317,0.6225526301146121,0.1439403921245107,0.6842929463018925,0.15655756745333468,0.6225526301146121
-0.13749302968266092,0.014447102663714425,0.052382954389184014,1.0,0.4222063936396051,-0.008748841441450949,-0.26817753433665265,-0.47868844092777346,0.35922948458521764,0.04389836628695598,-0.023977301196020033,0.05317348444537921,0.9668974460704142,0.04389836628695598,-0.03237176879919525,0.016967464037088396,-0.28005991579640926,0.8072547232635243,0.37461094902087494,0.3001164771390817,-0.3109906959840004,-0.40471152357699,0.29219141657289127,-0.2973321519645662,-0.12957342486354417,-0.2791340875091957,0.8465549900435717,-0.2973321519645662
-0.05412410501525595,0.021558227282578106,-0.05194207641608514,0.4222063936396051,1.0,0.23556980249042936,-0.7642703294002081,-0.41501690904236427,0.5888831613597285,0.014639336956617448,0.351922428117073,-0.051392564011799056,0.49978726495890696,0.014639336956617448,0.0713467581217151,0.018451435811077985,-0.35194154783004045,0.3054594442515019,0.7800768372420791,0.5088551929200145,-0.6767642739778214,-0.36575513757855765,0.5181420624917976,-0.2911791662873087,0.20913560330423447,-0.3514082708746185,0.42098489288668756,-0.2911791662873087
0.3217366568394928,0.08654734540577903,-0.9124859393980579,-0.008748841441450949,0.23556980249042936,1.0,-0.26137326169433805,-0.11023367597296452,0.2851284049514231,-0.8494154402180706,-0.0487817579212954,-0.9123474998743996,0.1306737326907298,-0.8494154402180706,0.2686613596858007,0.0739691082386793,-0.6860271752567071,-0.15533300400011815,-0.005342115462281614,0.7359512202511689,-0.023732662052950736,-0.08545940077653505,0.2128560456669824,-0.5915610280060686,0.05641613293489445,-0.685818820653355,-0.10359084108665662,-0.5915610280060686
0.09960321521662764,-0.022788314775079303,0.1084233549932641,-0.26817753433665265,-0.7642703294002081,-0.26137326169433805,1.0,0.23812506855024712,-0.4342854615102209,0.03295059781874761,-0.34495085264138153,0.10798943403969141,-0.339609908741194,0.03295059781874761,0.015407921489185423,-0.030382450245791563,0.32700462930161583,-0.17553132065666927,-0.593751494824509,-0.47547683454097334,0.6419625754810051,0.18566530220929062,-0.4003481745821394,0.26053260323062494,-0.24554911238558405,0.32654927925574173,-0.2729155917733456,0.26053260323062494
-0.041074176792851316,0.008490332989397302,0.01568524038790915,-0.47868844092777346,-0.41501690904236427,-0.11023367597296452,0.23812506855024712,1.0,-0.44594455659694116,-0.035125044928394036,-0.2032746856951975,0.015170010329507435,-0.46493761192251576,-0.035125044928394036,-0.0268990296931197,0.004199702136941706,0.08468694640766988,-0.48411187953396845,-0.4566176072085729,-0.19322866026031296,0.3398251014583967,0.952085188312476,-0.4494078760747591,0.0431618608087445,-0.19181085001666412,0.08402954369286912,-0.48506583255836927,0.0431618608087445
0.030163462021555006,-0.012243471649583344,-0.2108457810939582,0.35922948458521764,0.5888831613597285,0.2851284049514231,-0.4342854615102209,-0.44594455659694116,1.0,-0.15392273356580743,0.11555628641859172,-0.21019588842456804,0.4178624781248476,-0.15392273356580743,0.07134526714351642,-0.017928794071745274,-0.3075961051155345,0.3632587359971502,0.5600304773137237,0.3738748519565527,-0.44668152493108826,-0.42699570724593655,0.8438191605992508,-0.25940670623177736,0.07724633287735934,-0.30685097088222163,0.4351622295298037,-0.25940670623177736
-0.38158972891567394,-0.09483598653535326,0.97610016970549,0.04389836628695598,0.014639336956617448,-0.8494154402180706,0.03295059781874761,-0.035125044928394036,-0.15392273356580743,1.0,0.49750538255637394,0.9761613218229069,-0.09690273874112125,1.0,-0.3107165650412153,-0.0936367028387995,0.6953588617455321,0.21738885562414906,0.2611867287622419,-0.5770576753872183,-0.19626885010636708,-0.061799339437050946,-0.0698053570138781,0.6641253673911048,0.2720868137255877,0.695217665483052,0.1773469107766467,0.6641253673911048
