statusN_Rmean=3,statusS_Rmean=3,tempC_Rmean=3,windspeedMiles_Rmean=3,precipMM_Rmean=3,humidity_Rmean=3,visibility_Rmean=3,pressure_Rmean=3,cloudcover_Rmean=3,heatIndexC_Rmean=3,dewPointC_Rmean=3,windChillC_Rmean=3,windGustMiles_Rmean=3,feelsLikeC_Rmean=3
0.868626852173753,0.10425237054303998,-0.3675668368596594,-0.11720824049318677,-0.0354178497281178,0.30996954015104056,0.08192356910053061,-0.03623223458142835,0.035433712977082484,-0.37067752675495175,-0.23533306246352337,-0.36769207640584145,-0.0598320787165473,-0.37067752675495175
0.10894464505599852,0.9247068211927156,-0.10479699250300835,0.008520063535425358,0.000490616970450219,0.0865165313659362,-0.03158788513499081,0.0076720653648504784,-0.016401309684965705,-0.10512885037174427,-0.06204555055450076,-0.10465083234001724,0.021533963572259812,-0.10512885037174427
-0.3365855910601954,-0.09733224497081278,0.9787494883436648,-0.013812325712873165,-0.13547957970363805,-0.9086403488889997,0.20650183408537479,0.01705511195038181,-0.22899615593694367,0.9658672327171105,0.3491367748283829,0.9786943652393008,-0.16469741952953418,0.9658672327171105
-0.13153539225073313,0.006608721416115493,0.11105593478768136,0.9822759366518793,0.3783499713004558,-0.07362334794561469,-0.30621663076204525,-0.4903080190956253,0.3641992338246399,0.1083901220152269,0.0007412118175576025,0.112100289231807,0.9345617674430843,0.1083901220152269
-0.05941967157073824,0.014702189082166374,0.015069546227358305,0.4184955966163266,0.9540154988742249,0.16390330462840377,-0.662745565718673,-0.45247174446884586,0.5868784680605629,0.08559988026345497,0.3688220348202543,0.015819093935170378,0.48589252387840837,0.08559988026345497
0.27783339354586695,0.08004418709744103,-0.8891278175107566,0.051019177099526206,0.3168063275205568,0.9845973201767925,-0.32461865304649185,-0.12405532566213778,0.29595075929381504,-0.8382154162236786,-0.05696931335994144,-0.8889231732713372,0.19858798799399108,-0.8382154162236786
0.058669027732420505,-0.029599657205332114,0.03242890496472277,-0.3454346284473126,-0.7683428388871982,-0.19121370486347106,0.8289158093725495,0.33714533212482256,-0.46419316099083274,-0.03309698721545693,-0.3108890198911904,0.03169938735484833,-0.41137043175316457,-0.03309698721545693
-0.05862605077461618,0.0038389956402809966,0.003080560890696082,-0.4611491577953886,-0.39543695783881766,-0.09718271433114686,0.15917950975569867,0.9937656710277628,-0.4426326844066511,-0.05916175826256954,-0.2060448382571486,0.002423280793667379,-0.4450259935810867,-0.05916175826256954
0.01503059871331065,-0.017042304619572915,-0.18963035379573281,0.3446346280466832,0.5694730521607902,0.2552554724702161,-0.40817287916222617,-0.4456475576778634,0.9890498108622132,-0.1280310191694917,0.11695703111790934,-0.1888612553982898,0.39668660165011,-0.1280310191694917
-0.3335715472766108,-0.09539936701782151,0.9473860352611841,-0.026913747746444526,-0.06907314121343965,-0.839562540187522,0.14832193760841006,-0.031761974107186765,-0.17697264335046634,0.9798841209768,0.4940466263404883,0.947395979046263,-0.1776122478925482,0.9798841209768
-0.21407758843970653,-0.056044116549276865,0.3278621864406497,-0.04585978844325373,0.3273847781984404,-0.04823022193260436,-0.2149542188331445,-0.21028387513904043,0.09321588154409641,0.4716640447244517,0.9588906452672786,0.3281494431997477,-0.09053396503464108,0.4716640447244517
-0.3367638585725552,-0.0973177169426572,0.9787100753072975,-0.013000183991729407,-0.13505129672660066,-0.9085604732542766,0.20591084341409685,0.016552475154482122,-0.2283068053991059,0.9659386609835969,0.34933653736764836,0.9787459814522734,-0.16391062928890904,0.9659386609835969
-0.08369827333977242,0.021877783831924142,-0.017795574971889043,0.9667716710144967,0.473702776410574,0.056630844929870874,-0.39035480016637947,-0.4786078133193331,0.4260386960899801,-0.02133776150455917,-0.038882033643997144,-0.01682591904198043,0.9849695725938118,-0.02133776150455917
-0.3335715472766108,-0.09539936701782151,0.9473860352611841,-0.026913747746444526,-0.06907314121343965,-0.839562540187522,0.14832193760841006,-0.031761974107186765,-0.17697264335046634,0.9798841209768,0.4940466263404883,0.947395979046263,-0.1776122478925482,0.9798841209768
0.9516380288966017,0.10902651773209589,-0.36688686961484757,-0.12292008884076301,-0.04458087331046685,0.3075686388000111,0.08791692119040324,-0.041703554550289214,0.03082383226706275,-0.36673403410731265,-0.23457523176091075,-0.367069999281729,-0.06696079551049518,-0.36673403410731265
0.11049997755111687,0.9706459353283549,-0.10361491454824862,0.009444790633645598,0.0013810711447105526,0.08644426127204263,-0.03330804545935564,0.007311313461908982,-0.015079171863395628,-0.10356701955359346,-0.06190349749370931,-0.10354074554545405,0.02246982892785863,-0.10356701955359346
1.0,0.11164450726686312,-0.36283170368563944,-0.12839748223442699,-0.053867219168247674,0.30236799158706357,0.09490641547979788,-0.04703366350032108,0.026164405229276537,-0.3597195359161557,-0.23133595114063957,-0.36308799113320467,-0.07390913395042163,-0.3597195359161557
0.11164450726686312,1.0,-0.10185813741928644,0.010100451535071123,0.003446201647652612,0.0857515731897873,-0.035196631363655424,0.0065853301135761055,-0.015081767082480173,-0.10128652353044311,-0.06051316313473698,-0.1018207018831555,0.023173012316970998,-0.10128652353044311
0.9537828819471326,0.11237460231203818,-0.3551853777690501,-0.13302042648795603,-0.0628512190096873,0.29409872481567817,0.10103609165248159,-0.05180451408211706,0.02103605896043617,-0.3497484537495302,-0.22592269893529074,-0.35546187237385063,-0.08044155095019098,-0.3497484537495302
0.10889623476359123,0.971193387152009,-0.09940124604477134,0.010224805971759308,0.004718205442784089,0.0836761695980036,-0.03746201690847239,0.005847132320554077,-0.015659150374177786,-0.09846606754145949,-0.05879122676156104,-0.09936822814688004,0.023292870250402862,-0.09846606754145949
0.6700359993744892,0.0970269697646103,-0.2763560045787617,-0.1454877600016401,-0.0994061586539376,0.22074544621404713,0.12726010957684689,-0.06473793811898038,0.0030732526991503945,-0.26139239351195026,-0.16861557984425932,-0.2764814504630635,-0.11012269296263696,-0.26139239351195026
0.08198538538815149,0.7537656630693433,-0.0792892632888836,0.015283496897072034,0.009604686599110243,0.06707387036311481,-0.04829328223552963,0.002409206271620036,-0.01887261887502912,-0.07706073953507292,-0.04292203594783131,-0.07916582889550915,0.026479086672646698,-0.07706073953507292
0.45090039339724636,0.06007466579622,-0.13188330389374425,-0.13609546695780386,-0.123584892442827,0.09615161178920095,0.14434233035028987,-0.06353714594510318,-0.0021536249250811855,-0.1090367527788116,-0.05952436392547065,-0.13199829546435843,-0.13303528539433773,-0.1090367527788116
0.03876826814677915,0.5057147686444787,-0.04717586481927868,0.020853310595578798,0.011827940426464937,0.03923729324570397,-0.06257182751313291,0.0006758649467512981,-0.020263842823946242,-0.04437746821876798,-0.019158613640161727,-0.04700135625619883,0.026761163923398907,-0.04437746821876798
0.06030845892239643,-0.06456504667271047,0.3338923732891649,0.05834395330123393,-0.012723156426141226,-0.31669634979270234,0.057573263308146036,-0.0989223217857094,0.05071838219051347,0.35716928342011833,0.17150763539266872,0.33414253946460104,-0.014205883940158924,0.35716928342011833
0.01544239416756594,0.12678880872587697,0.011573609803833465,0.06421389412060384,0.021695509823006304,-0.02303704243164867,-0.06790428131588568,-0.005935250012560803,0.018297100465818374,0.01469401560785101,0.004696508454423932,0.012146506228624907,0.058406453382922593,0.01469401560785101
-0.06334709521962333,-0.08026523242380745,0.4133940152614513,0.22551696529020984,0.1303813704941817,-0.3803090369183735,-0.07600380926673982,-0.1692834454043666,0.08935542136785168,0.43101719857069454,0.20178989900821886,0.41388117955153836,0.16303745478764378,0.43101719857069454
0.03933690559129355,0.05942352686691585,-0.0030362996895426965,0.07960935050945926,0.029588040014612193,-0.008272243255017698,-0.07270445743608903,-0.007959168000921361,0.04218735480175223,-0.005553895623236125,-0.02015572344482588,-0.0024117684895275516,0.08078957457785099,-0.005553895623236125
-0.007468382510969113,-0.07371657517224402,-0.03599914919208944,0.21371287797207245,0.18941854505592137,0.06380701655443878,-0.1204828218301394,-0.13781578470733863,0.07825053144827754,-0.054218675480920867,-0.017545571603582773,-0.03552825954136416,0.2544718817126575,-0.054218675480920867
0.07177514021199813,-0.01967468398574628,-0.07078462606488942,0.06632845964516239,0.00024083569282251264,0.06271578258835415,-0.06084827401159028,0.0005386357901926121,0.004376113339426604,-0.07245826824366547,-0.05113695056324201,-0.07002808623764505,0.07649494047773381,-0.07245826824366547
0.04785052528650424,-0.019002945635820855,0.01186093671894624,0.132632110988069,0.06892556531642988,-0.01512056816528488,0.02182546313268265,-0.1897538001758694,0.033236557581861635,0.013810171650679883,-0.011867999090739174,0.012355897715760438,0.12919394344205135,0.013810171650679883
0.07142990488257597,-0.01867940477703557,-0.07754861340496522,0.04908984112156756,0.016224993925314644,0.08102477390379843,-0.0623354868692196,0.012574717721206016,0.021772567362191898,-0.08323206350418492,-0.04659091356773485,-0.07717542681986493,0.05934091267034347,-0.08323206350418492
-0.35006029415202566,-0.10014472455931463,0.993162184615333,0.01950347195235354,-0.10299507213134323,-0.9147343118550642,0.18163665213811353,0.011425637881974163,-0.21741728707727215,0.9745416766944645,0.3503664100919737,0.9930830659012007,-0.12689287412076009,0.9745416766944645
-0.12470746192570514,0.00018278526732835423,0.0910647341231632,0.9856226304570648,0.38844782253577553,-0.05661597643739744,-0.30353544404120386,-0.487406059563867,0.36311321607686037,0.08505190318883193,-0.016517180314523535,0.09209389448008469,0.9466006155161775,0.08505190318883193
-0.06918432676654834,0.018900701967467855,-0.046631899628393494,0.4345571714544919,0.9738157830009772,0.21468235867006075,-0.7328712161718073,-0.38196372077132656,0.5779411960180517,0.016779743528560705,0.3310243727048212,-0.04592056426735404,0.5075238687887589,0.016779743528560705
0.29184959772607927,0.08291904400008629,-0.9036574563700288,0.018361578900645655,0.2858051488480287,0.9959906969805725,-0.29903209080724247,-0.1158399829812837,0.2847609099143415,-0.8492004029725486,-0.058233057222763146,-0.9034827774018261,0.16259244488794125,-0.8492004029725486
-0.002822254554352514,-0.0017597751182462345,-0.023179371441548552,-0.29254428320558584,-0.660280352634881,-0.11265398716302377,0.5637057594438775,0.4265629454022135,-0.42056347263486854,-0.08045667146128782,-0.2389857064362431,-0.023852533548729866,-0.35730622473243634,-0.08045667146128782
-0.0527546381640209,0.005173158671229993,0.008007854200699147,-0.4668117889586595,-0.40037146160060516,-0.10276274059375647,0.16426333045034683,0.9975442979623292,-0.4434162501481625,-0.05345426812451139,-0.206823691649177,0.007349791821413429,-0.4531979862791591,-0.05345426812451139
0.020518781572765366,-0.016139790848262506,-0.2001618515780841,0.3499407606203039,0.5750670791398222,0.2655693235451331,-0.4106422635460889,-0.4449598407170629,0.9971130652041098,-0.13952591091604347,0.11097962078752503,-0.19938808925697662,0.4047743543560911,-0.13952591091604347
-0.34926136183953926,-0.09845017799337552,0.9649184524153755,0.00882159740202849,-0.035976233786273674,-0.8491441960935904,0.12218866511698753,-0.03782723165626126,-0.16601968157235145,0.9943218807119198,0.49828094382226434,0.9649420502217144,-0.13819897092426514,0.9943218807119198
-0.223610281436083,-0.058600152586601985,0.34109247867625425,-0.032988585277766685,0.3412606289167795,-0.05396849616270585,-0.2240712586204817,-0.20913715907890593,0.09847352869714988,0.48586786452449265,0.9839483499651218,0.3413901396519835,-0.07803349527091731,0.48586786452449265
-0.35026552009836703,-0.10015633169801902,0.9931065930437207,0.020330594761541355,-0.1025520551802696,-0.9146355479853783,0.18104747857992393,0.010922436218762554,-0.2167154172278149,0.9745997858397827,0.3506063150890456,0.9931613361612354,-0.12609671767869632,0.9745997858397827
-0.08047474126728547,0.023555231789981902,-0.055414059792921605,0.9669542062574991,0.4808558503233061,0.09519509383055336,-0.40422457983833104,-0.4683208500026866,0.4210679361947483,-0.06151471495782415,-0.04962276411037248,-0.054436836764738226,0.9952666177905999,-0.06151471495782415
-0.34926136183953926,-0.09845017799337552,0.9649184524153755,0.00882159740202849,-0.035976233786273674,-0.8491441960935904,0.12218866511698753,-0.03782723165626126,-0.16601968157235145,0.9943218807119198,0.49828094382226434,0.9649420502217144,-0.13819897092426514,0.9943218807119198
-0.36283170368563944,-0.10185813741928644,1.0,0.05045981269127234,-0.07207329759161439,-0.9119248973259516,0.1498377968844103,0.013324475174885653,-0.21060435520786375,0.9744473512535576,0.3508044620169409,0.9999115524063086,-0.0910218225328873,0.9744473512535576
-0.12839748223442699,0.010100451535071123,0.05045981269127234,1.0,0.3983654665720411,-0.009869459935901135,-0.3365182539570068,-0.47190797308284294,0.35537246745844325,0.042102516802423696,-0.019831117084912902,0.051477794163218314,0.962783925361951,0.042102516802423696
-0.053867219168247674,0.003446201647652612,-0.07207329759161439,0.3983654665720411,1.0,0.2543436332685218,-0.7049225126914788,-0.4049049901167507,0.578488305202069,-0.0028136802810528852,0.3544256559123104,-0.07151302632537473,0.4799018100387827,-0.0028136802810528852
0.30236799158706357,0.0857515731897873,-0.9119248973259516,-0.009869459935901135,0.2543436332685218,1.0,-0.27339374524044785,-0.10921916936511421,0.2754480637369701,-0.8537290854342978,-0.05777986526622105,-0.9117709666676231,0.1293001843642233,-0.8537290854342978
0.09490641547979788,-0.035196631363655424,0.1498377968844103,-0.3365182539570068,-0.7049225126914788,-0.27339374524044785,1.0,0.16882525974805823,-0.41158742861565667,0.10121532944950737,-0.2327863048630389,0.14917803245839495,-0.4043878756201749,0.10121532944950737
-0.04703366350032108,0.0065853301135761055,0.013324475174885653,-0.47190797308284294,-0.4049049901167507,-0.10921916936511421,0.16882525974805823,1.0,-0.44446411443642375,-0.04710693025637459,-0.2075894374908703,0.012663027247670256,-0.46076564091954036,-0.04710693025637459
0.026164405229276537,-0.015081767082480173,-0.21060435520786375,0.35537246745844325,0.578488305202069,0.2754480637369701,-0.41158742861565667,-0.44446411443642375,1.0,-0.15109085463220984,0.10423721626953371,-0.2098274805616107,0.4128440584990654,-0.15109085463220984
-0.3597195359161557,-0.10128652353044311,0.9744473512535576,0.042102516802423696,-0.0028136802810528852,-0.8537290854342978,0.10121532944950737,-0.04710693025637459,-0.15109085463220984,1.0,0.49460778841590297,0.9744686700647293,-0.09951018380605889,1.0
-0.23133595114063957,-0.06051316313473698,0.3508044620169409,-0.019831117084912902,0.3544256559123104,-0.05777986526622105,-0.2327863048630389,-0.2075894374908703,0.10423721626953371,0.49460778841590297,1.0,0.3511006920542481,-0.06464102453101483,0.49460778841590297
-0.36308799113320467,-0.1018207018831555,0.9999115524063086,0.051477794163218314,-0.07151302632537473,-0.9117709666676231,0.14917803245839495,0.012663027247670256,-0.2098274805616107,0.9744686700647293,0.3511006920542481,1.0,-0.09004353514181318,0.9744686700647293
-0.07390913395042163,0.023173012316970998,-0.0910218225328873,0.962783925361951,0.4799018100387827,0.1293001843642233,-0.4043878756201749,-0.46076564091954036,0.4128440584990654,-0.09951018380605889,-0.06464102453101483,-0.09004353514181318,1.0,-0.09951018380605889
-0.3597195359161557,-0.10128652353044311,0.9744473512535576,0.042102516802423696,-0.0028136802810528852,-0.8537290854342978,0.10121532944950737,-0.04710693025637459,-0.15109085463220984,1.0,0.49460778841590297,0.9744686700647293,-0.09951018380605889,1.0
-0.36669976954095523,-0.1033934775450821,0.9941382150967537,0.07877470712878694,-0.040424236643478884,-0.9042427179178828,0.1277540780366539,0.006223941957641724,-0.19899234816725295,0.9658418557019726,0.342204699407278,0.9940569595037428,-0.05512915008147307,0.9658418557019726
-0.11413391597169575,0.00463090408648713,0.028396564868136867,0.9874861166167564,0.3917967001818986,0.003894034608535634,-0.3073483336448853,-0.4857402067944345,0.35200177924718357,0.017066095875260808,-0.04465449675992705,0.029416891754860317,0.9642471818148559,0.017066095875260808
