Expanding Mean 16 statusN,Expanding Mean 16 statusS,Expanding Mean 16 tempC,Expanding Mean 16 windspeedMiles,Expanding Mean 16 precipMM,Expanding Mean 16 humidity,Expanding Mean 16 visibility,Expanding Mean 16 pressure,Expanding Mean 16 cloudcover,Expanding Mean 16 heatIndexC,Expanding Mean 16 dewPointC,Expanding Mean 16 windChillC,Expanding Mean 16 windGustMiles,Expanding Mean 16 feelsLikeC
1.0,0.1045354489232833,-0.3723729577381014,-0.14192549124369966,-0.055597431494472056,0.311851139926333,0.06456336197321536,-0.04450780929536494,0.020747466789657165,-0.37434445434914865,-0.2297860351778734,-0.37270242225887756,-0.08413483760786127,-0.37434445434914865
0.1045354489232833,1.0,-0.0894107227594968,0.006247895754248354,0.007999680395048144,0.07577900757119561,-0.017043187344804537,0.007905300759017929,-0.01970165409092517,-0.09039236129666813,-0.05246485501040405,-0.0894398580529501,0.022638278026196956,-0.09039236129666813
-0.3723729577381014,-0.0894107227594968,1.0,0.04707108919680407,-0.03735737634545463,-0.9150263200606202,0.0687256862749356,0.007946671974262567,-0.21830170118053757,0.974318241299475,0.33530406496672943,0.9999276583668061,-0.09859651774911968,0.974318241299475
-0.14192549124369966,0.006247895754248354,0.04707108919680407,1.0,0.41086844512916515,-0.01244193357305936,-0.3509543163771951,-0.48495643811097383,0.36250683477091816,0.03383744778381989,-0.04073217744519916,0.0481119925528875,0.9630802630836556,0.03383744778381989
-0.055597431494472056,0.007999680395048144,-0.03735737634545463,0.41086844512916515,1.0,0.22002818586250078,-0.824459481963402,-0.44946085689856224,0.5841176227524539,0.027109258966871417,0.3429440140997327,-0.036555367521175684,0.4890503473655067,0.027109258966871417
0.311851139926333,0.07577900757119561,-0.9150263200606202,-0.01244193357305936,0.22002818586250078,1.0,-0.23208250992811866,-0.11140454732397255,0.2838192823349196,-0.8511465011520397,-0.04676663300972428,-0.9148459429899066,0.13128584199108348,-0.8511465011520397
0.06456336197321536,-0.017043187344804537,0.0687256862749356,-0.3509543163771951,-0.824459481963402,-0.23208250992811866,1.0,0.34345842819992034,-0.474286478017367,0.00959133840898099,-0.2975551635379505,0.06793085097020314,-0.42372298433572975,0.00959133840898099
-0.04450780929536494,0.007905300759017929,0.007946671974262567,-0.48495643811097383,-0.44946085689856224,-0.11140454732397255,0.34345842819992034,1.0,-0.4446975748115687,-0.042588407400168615,-0.20541123131853942,0.00723389162158497,-0.4655850201714808,-0.042588407400168615
0.020747466789657165,-0.01970165409092517,-0.21830170118053757,0.36250683477091816,0.5841176227524539,0.2838192823349196,-0.474286478017367,-0.4446975748115687,1.0,-0.16672617866576797,0.10514760989223938,-0.21738957423741226,0.41847273933143997,-0.16672617866576797
-0.37434445434914865,-0.09039236129666813,0.974318241299475,0.03383744778381989,0.027109258966871417,-0.8511465011520397,0.00959133840898099,-0.042588407400168615,-0.16672617866576797,1.0,0.487992372148442,0.9743416263593414,-0.1118889761889579,1.0
-0.2297860351778734,-0.05246485501040405,0.33530406496672943,-0.04073217744519916,0.3429440140997327,-0.04676663300972428,-0.2975551635379505,-0.20541123131853942,0.10514760989223938,0.487992372148442,1.0,0.3355704890378472,-0.0861320857795686,0.487992372148442
-0.37270242225887756,-0.0894398580529501,0.9999276583668061,0.0481119925528875,-0.036555367521175684,-0.9148459429899066,0.06793085097020314,0.00723389162158497,-0.21738957423741226,0.9743416263593414,0.3355704890378472,1.0,-0.09757461865613078,0.9743416263593414
-0.08413483760786127,0.022638278026196956,-0.09859651774911968,0.9630802630836556,0.4890503473655067,0.13128584199108348,-0.42372298433572975,-0.4655850201714808,0.41847273933143997,-0.1118889761889579,-0.0861320857795686,-0.09757461865613078,1.0,-0.1118889761889579
-0.37434445434914865,-0.09039236129666813,0.974318241299475,0.03383744778381989,0.027109258966871417,-0.8511465011520397,0.00959133840898099,-0.042588407400168615,-0.16672617866576797,1.0,0.487992372148442,0.9743416263593414,-0.1118889761889579,1.0
