0,Expanding Mean 96 statusN,Expanding Mean 96 statusS,Expanding Mean 96 tempC,Expanding Mean 96 windspeedMiles,Expanding Mean 96 precipMM,Expanding Mean 96 humidity,Expanding Mean 96 visibility,Expanding Mean 96 pressure,Expanding Mean 96 cloudcover,Expanding Mean 96 heatIndexC,Expanding Mean 96 dewPointC,Expanding Mean 96 windChillC
statusN,0.6406886437647396,0.15433431135906714,-0.2952282171004158,-0.02202001329545831,0.004811323397066539,0.2653616399707034,0.029634688770894417,-0.04434709240512925,0.04092901831607772,-0.2998992415876232,-0.1334093490549751,-0.2951387629934531
statusS,0.07013739918918553,0.5235628336682663,-0.10275476390984883,0.03271686759294632,0.008451351180190544,0.09028417973629048,-0.012223274649394069,0.0033476443889305114,0.013439872525459442,-0.11082948346151493,-0.05496079137680917,-0.10260363181268194
tempC,-0.23853735958542274,-0.11189670141703204,0.6667777002441986,-0.2376636663946965,-0.1633250545276673,-0.6207746205622107,0.13783187206706027,0.10422325974257396,-0.31667053539116263,0.6564364637260243,0.2282192591684737,0.6666894053723391
windspeedMiles,-0.14819198928094354,0.01719441747166693,0.09988627647671584,0.816364486141116,0.33257029333337434,-0.08731417625662438,-0.2853752082671673,-0.4618441482985806,0.3992483214392688,0.10508911848128033,0.01745329307506869,0.10048188957904132
precipMM,-0.11960593860605127,-0.038826239310347885,0.11783994444990364,0.3213507569229607,0.8473906960527746,0.04390437373102852,-0.7384336154061076,-0.4349596610628329,0.51784996852376,0.1961979897260461,0.3872495399229459,0.11844724226038594
humidity,0.18138959820313613,0.08446782671818802,-0.6037202177847238,0.2514006234448625,0.34068671237226616,0.6885693802975377,-0.3069293363955,-0.20838155042415105,0.3783672154673857,-0.5476308018414413,0.029290674531353176,-0.6034751597918061
visibility,0.08316562768673327,0.024295816229517368,-0.048614395243484536,-0.2666566078841013,-0.6787490606435856,-0.08565389726350224,0.7391186287595218,0.31807273700087546,-0.42250857472207776,-0.1147796030345115,-0.30533113961149994,-0.049234494160125576
pressure,-0.06428027599438671,-0.0013787494865117645,0.02930312240310905,-0.4128832524741217,-0.4569886104178213,-0.1344220985148913,0.35353717447526906,0.9598059834796596,-0.4710424517016345,-0.021050313096608705,-0.20520677613503005,0.02876976585450855
cloudcover,0.01898626301128676,-0.06918322698947066,-0.18934961502494788,0.3151533465929375,0.5315822791730787,0.2414281170714532,-0.4559680601594307,-0.4561501781036245,0.8237792091676566,-0.13918523099261196,0.09251594977874143,-0.18866603156258768
heatIndexC,-0.2139472083703398,-0.10473933373306192,0.5918856091835724,-0.2433807588551121,-0.09199324198469228,-0.5069634862920006,0.07176378714767773,0.05501637639870307,-0.2573916102631687,0.6113232848407559,0.3246800338200704,0.5918199622221413
