0,Expanding Mean 4 statusN,Expanding Mean 4 statusS,Expanding Mean 4 tempC,Expanding Mean 4 windspeedMiles,Expanding Mean 4 precipMM,Expanding Mean 4 humidity,Expanding Mean 4 visibility,Expanding Mean 4 pressure,Expanding Mean 4 cloudcover,Expanding Mean 4 heatIndexC,Expanding Mean 4 dewPointC,Expanding Mean 4 windChillC
statusN,0.9787879587754138,0.10803510673580333,-0.3578665375553243,-0.12277086257620608,-0.03741988762924052,0.3027154946715832,0.04700997778683262,-0.046673868403074935,0.028434283870717506,-0.3629846980632348,-0.2283812545907739,-0.3580558464272409
statusS,0.11144594724161773,0.9878491591465008,-0.10298369006713667,0.005380393039766653,0.011111972841675564,0.08546364226961961,-0.024524752192563032,0.005835198332315585,-0.015565047776655053,-0.10237654237163174,-0.0607181825817063,-0.1029899171988683
tempC,-0.3540040505230029,-0.10072075487585863,0.9987027328782478,0.05491008053407298,-0.05165080991485718,-0.9150188347933441,0.08172866358505909,0.005220138042961585,-0.21204318709044945,0.9737718370705398,0.34490615909853123,0.9986117046206676
windspeedMiles,-0.12745765992439004,0.005472265526392972,0.0713007640399881,0.9997324796011368,0.4127026083094635,-0.03638393472261179,-0.3406910387679652,-0.4838151202896456,0.35852741602155325,0.0621508565641742,-0.02427735827337799,0.07213348406045167
precipMM,-0.04657903269534437,0.011648378201558087,-0.030732609173143795,0.4151829987431111,0.9992878382521492,0.20913067539569305,-0.7976121291644019,-0.44573956601530257,0.583738987471915,0.03504163914473553,0.3416216379144997,-0.030121901379612875
humidity,0.29578549687253003,0.08289842008048652,-0.911252657931218,-0.017690261342944682,0.2334603979739018,0.9984634049239705,-0.24446994558255744,-0.1093985722139754,0.28009282765327925,-0.8505907943713852,-0.0574882315148884,-0.9111235149245398
visibility,0.05250369732068212,-0.02560613016071908,0.0694718774366585,-0.3417178305640595,-0.7975765507560605,-0.2291413710817474,0.9997513271812656,0.3328051626211746,-0.4603400433728725,0.006792543475072686,-0.2945564096076232,0.06886540554708533
pressure,-0.05020150838395508,0.005327837252059349,0.00092758998307629,-0.4827047565392017,-0.4437946730548623,-0.10475315002152094,0.3317423104166428,0.9999693432393512,-0.44314159927060903,-0.04945050417062477,-0.20840398554428785,0.00043500842956997553
cloudcover,0.021669601588596918,-0.01517883953844693,-0.2007525530387642,0.3555689215420518,0.5813301676706802,0.2690062865127135,-0.4591231152526385,-0.4437693703538431,0.9989249718133892,-0.14649656721745033,0.10379199386561523,-0.20005678447229025
heatIndexC,-0.3551656084661582,-0.09966386081852778,0.9706948627810774,0.04345185511005759,0.011497790925445388,-0.8514194796603165,0.021112578876875208,-0.04572151503896285,-0.15869890215949406,0.998278409679902,0.4943456221019448,0.970747339064422
dewPointC,-0.2258158084580748,-0.05951794328404851,0.34280143788023937,-0.02715546006381064,0.337163019605717,-0.05593320620473943,-0.2928250485202962,-0.20867339620216088,0.10028511000711343,0.49215426678072,0.999775320409752,0.34310616912098674
windChillC,-0.3542038543879032,-0.10073921403230096,0.9986040369518489,0.05574425392124923,-0.05104565555783519,-0.9149079162320672,0.08112361301339921,0.004726813680957421,-0.2113409033045374,0.9738322924923286,0.34519057658055546,0.9987040125379646
windGustMiles,-0.07604941476119324,0.02042521811378124,-0.0709770472554537,0.9621764775961876,0.4951963601383332,0.1047665489086938,-0.417276061141795,-0.4672587698074955,0.4167302599287235,-0.07982602480378047,-0.06744503912965268,-0.0701851050175302
feelsLikeC,-0.3551656084661582,-0.09966386081852778,0.9706948627810774,0.04345185511005759,0.011497790925445388,-0.8514194796603165,0.021112578876875208,-0.04572151503896285,-0.15869890215949406,0.998278409679902,0.4943456221019448,0.970747339064422
statusN_Rmean=2,0.9792611489265862,0.10895979419524307,-0.35087611626650284,-0.1272515501171727,-0.04722077393135752,0.2950646541177486,0.05260053400252978,-0.0525820172887177,0.02291325003337221,-0.35319638349231725,-0.22268283868909625,-0.3510817547544122
statusS_Rmean=2,0.1093780389542294,0.986426116323991,-0.10094474505771374,0.005970127507812592,0.012323644031519964,0.0836603613689119,-0.026769725653512908,0.004971052971107645,-0.01580653507045065,-0.09975094498601557,-0.05902625222685137,-0.10096606351125653
statusN_Rmean=3,0.9124466351676064,0.10730058632407967,-0.34000999047291064,-0.13141335289078074,-0.057423951807567465,0.2841064960909562,0.05833369052490635,-0.058144904185323434,0.017398774597868826,-0.33991858104325984,-0.2148959747701364,-0.3401982151332953
statusS_Rmean=3,0.10708050702910198,0.9476775968965674,-0.09799117248236126,0.006571333523247597,0.014322873690153068,0.08146332939037176,-0.029697003713193136,0.003890215474970092,-0.016654370272109184,-0.0964408254793166,-0.0562151924176011,-0.09798707061563527
statusN_Rmean=4,0.8298219515594387,0.10578617486822764,-0.325486053304452,-0.13467785702827706,-0.0673217544489647,0.2704017408038201,0.06417306650570763,-0.06210920255794095,0.012501847634085204,-0.3231913143140932,-0.20386821023558396,-0.3256457939065291
statusS_Rmean=4,0.10166227042795838,0.8973346988153208,-0.094056722143356,0.0069381480417061644,0.014484366412878513,0.07819240065018987,-0.030709922095346568,0.003416500019400301,-0.01759442240233671,-0.0920705555885162,-0.053000433874621146,-0.09402786224672807
statusN_Rmean=8,0.5679674348066484,0.08260440145321693,-0.2195019150118124,-0.1383994379359939,-0.10346248810476184,0.1764231394571831,0.08969013609745985,-0.06638499867675536,-0.0025909274424939024,-0.20752459691822167,-0.12129318865246234,-0.21964044213803194
statusS_Rmean=8,0.0652785039816432,0.6580354848390347,-0.06851619643532629,0.012921684849845865,0.01765497841119176,0.056784517908431524,-0.04207886277504192,0.0006177320729948009,-0.02076577720546292,-0.06521909315604164,-0.03324669462390729,-0.06844116202664018
statusN_Rmean=12,0.3690207129718378,0.03886866149013152,-0.059671362621223314,-0.11766675622366447,-0.11811362420454966,0.03880851631146117,0.10057248723961534,-0.06173025207607584,-0.002711078409579456,-0.04051407213225383,-0.004260706112920178,-0.05971621307229074
statusS_Rmean=12,0.02070009852976221,0.4232194357958213,-0.0352712319305381,0.019540584675567442,0.02046926694768765,0.026646103018235636,-0.05199614782987647,0.0005089654981132237,-0.019565918148800068,-0.03073542565291787,-0.007147022929734423,-0.035036641604470245
statusN_Rmean=24,0.02588477949488513,-0.0738312015324006,0.3702714739237269,0.10050667128218856,0.02395629815031132,-0.34736054649947323,-0.01612648266189014,-0.11416876836270005,0.059351233489929524,0.38892885797023935,0.1811516090122189,0.3706922396820979
