0,Expanding Mean 2 statusN,Expanding Mean 2 statusS,Expanding Mean 2 tempC,Expanding Mean 2 windspeedMiles,Expanding Mean 2 precipMM,Expanding Mean 2 humidity,Expanding Mean 2 visibility,Expanding Mean 2 pressure,Expanding Mean 2 cloudcover,Expanding Mean 2 heatIndexC,Expanding Mean 2 dewPointC,Expanding Mean 2 windChillC
statusN,0.9957975646860628,0.11023143608909867,-0.3577333858625663,-0.123021748254462,-0.0390922021489778,0.3006828767892,0.047296234462712375,-0.04705096024683353,0.02675240629634669,-0.36113560952148455,-0.2281970658617929,-0.3579298616759525
statusS,0.111030448699617,0.9979533454845774,-0.10283878972812636,0.005437997544524339,0.011396685969115843,0.08488304449336682,-0.02447051888470299,0.00575499266320894,-0.015613842565945652,-0.10202273359461672,-0.06062172771860901,-0.1028519096162544
tempC,-0.3563641238429581,-0.10257161622994897,0.999915445596612,0.058152339090280836,-0.04581065048242754,-0.9146423812089198,0.07993969376179644,0.004856284312832101,-0.2081798226006812,0.9736775380023064,0.3446592201139693,0.9998189743720568
windspeedMiles,-0.12404725791806545,0.005461890818724125,0.06188714279525113,0.9999879994478889,0.4141529365844894,-0.02636186077886804,-0.3410958208386587,-0.4835156202807983,0.3572566373750348,0.05279614339339233,-0.025211695846013824,0.062720860038339
precipMM,-0.04145241200810537,0.011355053842044431,-0.04041599382135229,0.4147220200010929,0.9998930380518976,0.2200874968405377,-0.7978486548925918,-0.4454478577995796,0.5830155078554535,0.0249095080320089,0.3406850235301171,-0.03980681103536912
humidity,0.29861606665143203,0.08431740395700556,-0.9137309294586649,-0.020870032334839743,0.2276408524184021,0.9997891943697044,-0.24274704908507444,-0.10891039927981797,0.2765598567822796,-0.8521557512795713,-0.05747381818565351,-0.9136077058005246
visibility,0.04860568187661991,-0.024381805979684763,0.07722129533915699,-0.3413095883460208,-0.7978234992891085,-0.2381749447264443,0.999991196158731,0.3325766986599342,-0.4596269477324509,0.014989779719791704,-0.2939345356471291,0.07661567060682928
pressure,-0.04777693335464482,0.00572325953043975,0.004034176828064446,-0.4832747797731243,-0.444998514539918,-0.10748631801814296,0.3324150625191599,0.9999982481849086,-0.4435643397519197,-0.047462230964993024,-0.2085002863119784,0.0035423953914506157
cloudcover,0.025184894423168663,-0.015735221497002853,-0.2050798614261061,0.3563540836067803,0.5823016561528811,0.27304210486971314,-0.4591739843575213,-0.4437265185452956,0.9998452205391716,-0.15026332562600506,0.10337124198143532,-0.20437777995316966
heatIndexC,-0.3586802839959111,-0.10177463249381748,0.97284678149718,0.047009733739321186,0.017525212634210408,-0.852376272508712,0.01927844108110011,-0.04615350103221544,-0.15445899014338252,0.9997798628341618,0.4942554246053861,0.9728967931433878
dewPointC,-0.22730412373083744,-0.06109483116654535,0.3440470054816701,-0.02584014095620364,0.33939720286912056,-0.05686718092443632,-0.29359597069059995,-0.20856169002511746,0.1023301866957619,0.4936549959485826,0.9999871611556768,0.34433658637056264
windChillC,-0.3565651479687998,-0.10259829914311157,0.9998173453156899,0.05898767533280734,-0.04520260068940983,-0.9145236336167512,0.07933421747034618,0.0043633288985923425,-0.2074761362908384,0.9737295907940088,0.3449449739256755,0.9999154641253308
windGustMiles,-0.07177541413147151,0.020444868527372588,-0.08213481247766075,0.9614697184130738,0.4955491013901682,0.11672536260884195,-0.4174209626557338,-0.4667984482360949,0.41459023656712607,-0.09116873904829603,-0.06845364217277036,-0.0813364183484025
feelsLikeC,-0.3586802839959111,-0.10177463249381748,0.97284678149718,0.047009733739321186,0.017525212634210408,-0.852376272508712,0.01927844108110011,-0.04615350103221544,-0.15445899014338252,0.9997798628341618,0.4942554246053861,0.9728967931433878
