0,Expanding Mean 3 statusN,Expanding Mean 3 statusS,Expanding Mean 3 tempC,Expanding Mean 3 windspeedMiles,Expanding Mean 3 precipMM,Expanding Mean 3 humidity,Expanding Mean 3 visibility,Expanding Mean 3 pressure,Expanding Mean 3 cloudcover,Expanding Mean 3 heatIndexC,Expanding Mean 3 dewPointC,Expanding Mean 3 windChillC
statusN,0.9881182086544102,0.11153811174801948,-0.3597500346208921,-0.12198953216375327,-0.036698588710658085,0.302360144752652,0.04645826338254205,-0.04504333615717322,0.027596096761423043,-0.363429090229484,-0.23142712312685235,-0.3599691283216487
statusS,0.11092703842302463,0.9937288271539708,-0.10326967595956006,0.005668393756308417,0.010978395537520426,0.0851909505893774,-0.02474924909354457,0.006246905903532805,-0.01564191769739705,-0.10230251137945597,-0.061845251330460815,-0.1032878755014102
tempC,-0.3558027756586085,-0.1027396920074823,0.9986308241323166,0.04863759753273172,-0.05246702230928419,-0.9149364239383746,0.08572582639825782,0.006061661903579283,-0.210060985415168,0.9741011990689176,0.3482684824746549,0.9985454476621064
windspeedMiles,-0.12661653440741827,0.005846883897253348,0.06868694879429578,0.998432635359458,0.4127804705642278,-0.03139213711872118,-0.3395580037950674,-0.4850835964494111,0.3579186907989225,0.05902291933092425,-0.0196708057777712,0.06954294708086206
precipMM,-0.04253081006877877,0.01219871975931234,-0.03237607099975194,0.41631157134747376,0.9977744747713508,0.2144449098518873,-0.8050247710074571,-0.4471627659742908,0.5833561460653557,0.03130748643338335,0.34498781729561123,-0.03172925573593502
humidity,0.2980100104127561,0.08502060673733085,-0.9122093499605411,-0.011591760056673379,0.2342518146010662,0.999224146074938,-0.2484213268138656,-0.11073998878802628,0.278243578062832,-0.8516507603375987,-0.05965985099624435,-0.912066672738366
visibility,0.049669451618483115,-0.02550735620432528,0.07101652856123879,-0.3423924032393427,-0.7962418010581268,-0.2335481427500653,0.9890006959408008,0.3335898456336553,-0.4599623675423605,0.009865315296949893,-0.2971446378346534,0.07036821021788932
pressure,-0.0489818950819153,0.00500968468165489,0.0030963688229524106,-0.4818188957853905,-0.4439603877622084,-0.1064113615400748,0.33330659904545273,0.9992342491620684,-0.443334871335618,-0.04805075912693493,-0.2078248638034601,0.0025741199681674105
cloudcover,0.024786898872468655,-0.015007276081695031,-0.2023438094067432,0.3551101547592144,0.5816928080830094,0.2711754138816485,-0.4565857168376574,-0.4440639854275123,0.9994827873444492,-0.14837930906515834,0.10490845329240396,-0.20161336479300607
heatIndexC,-0.3572935787454391,-0.10137124000914424,0.9712618686559268,0.036646572646464426,0.010023737101231736,-0.8520279924874354,0.025507211603218168,-0.04475514362008344,-0.1565440944246907,0.9988560067252616,0.49757907636867205,0.9713100582426941
dewPointC,-0.2258675569415991,-0.05986093836565767,0.3427012703781514,-0.029964856543383614,0.3356206609990586,-0.05640690540615857,-0.2918612097862314,-0.20942089130404545,0.10124186517760222,0.4921381799432676,0.9940216194589184,0.34300501446196563
windChillC,-0.35600181870372993,-0.1027663562543732,0.9985380545977236,0.04946420684183896,-0.05187109137008187,-0.9148222999392008,0.08512110439130006,0.00556574428942976,-0.2093584000528513,0.9741541481435176,0.3485261985540661,0.9986294476072856
windGustMiles,-0.07442320315511028,0.02106904882645984,-0.07354563489973809,0.9641461762080398,0.4956163553599214,0.11064466881801792,-0.4173843859569268,-0.469180647152657,0.415684834740682,-0.0836079759207178,-0.06314053863655471,-0.07272628342601824
feelsLikeC,-0.3572935787454391,-0.10137124000914424,0.9712618686559268,0.036646572646464426,0.010023737101231736,-0.8520279924874354,0.025507211603218168,-0.04475514362008344,-0.1565440944246907,0.9988560067252616,0.49757907636867205,0.9713100582426941
statusN_Rmean=2,0.9727067411484176,0.1118800982562198,-0.352515366070941,-0.12672395369652487,-0.04660836852962853,0.2941913477846594,0.052030706182931305,-0.051233216500099585,0.02202333800156277,-0.3531493777619273,-0.2257504084973873,-0.3527608132490289
statusS_Rmean=2,0.1081780727603366,0.982092656276434,-0.10141034915652188,0.0062749172051303785,0.012164387259663258,0.08344407043021287,-0.02751771836070521,0.005389697617886504,-0.015931393761617924,-0.09989239356081722,-0.06067508555830749,-0.10144116297524766
statusN_Rmean=3,0.8984739176600294,0.11015123298026268,-0.34138025305938,-0.13103826117381734,-0.057067736588528414,0.2826625507830923,0.05793312432073122,-0.05711085000844295,0.016657230377780666,-0.3395955357825385,-0.21864837887581792,-0.3416186120182534
statusS_Rmean=3,0.10518745881457768,0.9396062676145742,-0.09846830910738608,0.006905711481356986,0.01408930012898176,0.08109616884743141,-0.030616472327506163,0.004350226908810704,-0.01682347619964606,-0.09652288374120048,-0.05801865779201329,-0.09847664460937562
statusN_Rmean=4,0.8144737705034206,0.10789620301667904,-0.32678873866039043,-0.1345608178946133,-0.06710554795640733,0.2684619495462865,0.06385365128386515,-0.06135182296359015,0.011720958956067843,-0.3226088477097248,-0.2088212217038267,-0.3269914289942138
statusS_Rmean=4,0.09952200981649427,0.8878505357934747,-0.09455751642903047,0.007410963143178816,0.014141474720881406,0.07775726095008367,-0.031868682986105304,0.0037649299003035095,-0.017767850541697328,-0.09205743243447667,-0.05485807649921543,-0.09454315521476182
